hedId	Level	rdfs:label	omn:SubClassOf	Attributes	dc:description
HED_0062031	3	Portuguese	Romance-language	annotation=glotto:Glottocode port1283	A Romance language spoken in Portugal and part of South America (Brazil) and is used as administrative language in other parts of the world.
HED_0062032	3	Romanian	Romance-language	annotation=glotto:Glottocode roma1327	A Romance language spoken in Romania and Moldova as well as small communities in Bulgaria, Hungary, Serbia and Ukraine.
HED_0062033	3	Spanish	Romance-language	annotation=glotto:Glottocode stan1288	A Romance language spoken in Spain and large parts of the Americas.
HED_0062034	2	Slavic-language	Indo-European-language	annotation=glotto:Glottocode slav1255	A system of communication belonging to the family of languages originating in Eastern Europe.
HED_0062035	3	Bulgarian	Slavic-language	annotation=glotto:Glottocode bulg1262	A Slavic language spoken mainly in Bulgaria.
HED_0062036	3	Croatian	Slavic-language	annotation=glotto:Glottocode croa1245	A Slavic language spoken mainly in Croatia, Bosnia and Herzegovina, Montenegro and parts of Serbia.
HED_0062037	3	Czech	Slavic-language	annotation=glotto:Glottocode czec1258	A Slavic language spoken mainly in the Czech Republic.
HED_0062038	3	Macedonian	Slavic-language	annotation=glotto:Glottocode mace1250	A Slavic language spoken mainly in North Macedonia.
HED_0062039	3	Polish	Slavic-language	annotation=glotto:Glottocode poli1260	A Slavic language spoken mainly in Poland.
HED_0062040	3	Russian	Slavic-language	annotation=glotto:Glottocode russ1263	A Slavic language spoken mainly in Europe and used in parts of Eastern Europe, West and Central Asia.
HED_0062041	3	Slovak	Slavic-language	annotation=glotto:Glottocode slov126	A Slavic language spoken mainly in Slovakia.
HED_0062042	3	Ukrainian	Slavic-language	annotation=glotto:Glottocode ukra1253	A Slavic language spoken mainly in Ukraine.
HED_0062043	1	Japonic	Language	annotation=glotto:Glottocode japo1237	A system of communication belonging to the family of languages mainly spoken in Japan and the Ryukyu Islands.
HED_0062044	2	Japanese	Japonic	annotation=glotto:Glottocode nucl1643	A Japonic language mainly spoken in Japan.
HED_0062045	1	Koreanic	Language	annotation=glotto:Glottocode kore1284	A system of communication belonging to the family of languages mainly spoken in Korea.
HED_0062046	2	Korean	Koreanic	annotation=glotto:Glottocode kore1280	A Koreanic language mainly spoken in Korea.
HED_0062047	1	Sino-Tibetan-language	Language	annotation=glotto:Glottocode sino1245	A system of communication belonging to the family of languages spoken in Asia.
HED_0062048	2	Burmo-Qiangic-language	Sino-Tibetan-language	annotation=glotto:Glottocode burm1265	A system of communication belonging to the family of language mainly spoken in Southwest China and Myanmar.
HED_0062049	3	Burmese	Burmo-Qiangic-language	annotation=glotto:Glottocode nucl1310	A Burmo Qiangic language mainly spoken in Myanmar.
HED_0062050	2	Sinitic	Sino-Tibetan-language	annotation=glotto:Glottocode sini1245	A system of communication belonging to the family of languages mainly spoken in China.
HED_0062051	3	Gan-Chinese	Sinitic	annotation=glotto:Glottocode ganc1239	A Sinitic language mainly spoken in Jiangxi province , and parts of Hunan, Hubei, Anhui, and Fujian.
HED_0062052	3	Mandarin-Chinese	Sinitic	annotation=glotto:Glottocode mand1471, annotation=dc:source https://en.wikipedia.org/wiki/Mandarin_Chinese, annotation=glotto:Glottocode mand1471	A group of Chinese language dialects that are natively spoken in most of northern and southwestern China.
HED_0062053	4	Standard-Chinese	Mandarin-Chinese		A modern standard form of Mandarin Chinese which is the official Language of mainland China.
HED_0062054	3	Wu-Chinese	Sinitic	annotation=glotto:Glottocode wuch1236	A Sinitic language mainly spoken in Shanghai, Zhejiang Province, and the part of Jiangsu Province south of the Yangtze River.
HED_0062055	3	Xiang-Chinese	Sinitic	annotation=glotto:Glottocode xian1251	A Sinitic language mainly spoken in Hunan province, northern Guangxi and parts of Guizhou, Guangdong, Sichuan, Jiangxi and Hubei provinces.
HED_0062056	3	Yue-Chinese	Sinitic	annotation=glotto:Glottocode yuec1235	A group of Sinitic languages mainly spoken Southern China.
HED_0062057	4	Cantonese	Yue-Chinese	annotation=glotto:Glottocode cant1236	A Sinitic Language mainly spoken southeastern China, Hong Kong and Macau.
HED_0062058	1	Tai-Kadai	Language	annotation=glotto:Glottocode taik1256	A system of communication belonging to the family of languages mainly spoken in Southeast Asia, Southern China, and Northeastern India.
HED_0062059	2	Thai	Tai-Kadai	annotation=glotto:Glottocode thai1261	A Tai Kadai language mainly spoken in Central Thailand.
HED_0062060	1	Turkic	Language	annotation=glotto:turk1311	A system of communication belonging to the family of languages spoken in parts of Eurasia such as Eastern Europe, Southern Europe, Central Asia, East Asia, North Asia and West Asia.
HED_0062061	2	Turkish	Turkic	annotation=glotto:Glottocode nucl1301	A Turkish language mainly spoken in Turkey and Northern Cyprus.
HED_0062062	1	Uralic	Language	annotation=glotto:Glottocode ural1272	A system of communication belonging to the family of languages mainly spoken in part of Europe and North Asia.
HED_0062063	2	Estonian	Uralic	annotation=glotto:Glottocode esto1258	An Uralic Language mainly spoken in Estonia.
HED_0062064	2	Finnish	Uralic	annotation=glotto:Glottocode finn1318	An Uralic language mainly spoken in Finland.
HED_0062065	2	Hungarian	Uralic	annotation=glotto:Glottocode hung1274	An Uralic Language mainly spoken in Hungary.
HED_0062066	0	Bigram	Language-item	rooted=Language-item, annotation=glotto:Glottocode hung1274, annotation=dc:source Adapted from: https://en.wikipedia.org/wiki/Bigram	A pair of two consecutive written units such as letters, syllables, or words.
HED_0062067	0	Letter-character	Character	rooted=Character, annotation=dc:source Original	A character that is the smallest meaningful or functional unit in an alphabetic writing system.
HED_0062068	0	Logogram	Character	rooted=Character, annotation=dc:source Original	A character representing a morpheme, word or phrase, such as those used in shorthand and some writing systems.
HED_0062069	0	Noncharacter	Character	rooted=Character, annotation=dc:source Original, annotation=rdfs:comment Chen J. Sun D. Wang P. Lv Y. and Zhang Y. (2022). Brain mechanism of Chinese character processing in rapid stream stimulation. Journal of Neurolinguistics 63 101084. https://doi.org/10.1016/j.jneuroling.2022.101084	A character which does not hold any meaning or contain any regularity in a writing system.
HED_0062070	0	Pseudocharacter	Character	rooted=Character, annotation=dc:source Original, annotation=rdfs:comment Derivation changes the meaning of a word for instance reverses the meaning or changes intensity. We do not cover all the semantic types of changes that can be the result of morphological changes but instead give a higher level categorization. Further specification might depend on a more semantic schema.	A logogram-like character that contains components/radicals of existing logograms but which is not a known logogram.
HED_0062071	0	Grapheme	Language-item	rooted=Language-item, annotation=dc:source Original, annotation=rdfs:comment Has different definition but this one is used in the domain of neuroimaging and useful as such as it is distinct from a character in an alphabetic language (letter) but useful. See Bouhani paper and https://www.tandfonline.com/doi/full/10.1080/17586801.2019.1697412 (a combined definition and interesting discussion).	The smallest contrastive or meaningful unit in writing which matches either a phoneme a syllable or a morpheme.
HED_0062072	0	Lemma	Language-item	rooted=Language-item, annotation=dc:source https://en.wikipedia.org/wiki/Lemma_(morphology)	The canonical form, dictionary form, or citation form of a set of word forms.
HED_0062073	0	Mora	Language-item	rooted=Language-item, annotation=dc:source https://en.wikipedia.org/wiki/Mora_(linguistics)	A basic timing unit in the phonology of some spoken languages equal to or shorter than a syllable.
HED_0062074	0	Morpheme	Language-item	rooted=Language-item, suggestedTag=Morpheme-property, annotation=dc:source Original	A meaningful unit of a language that cannot be further divided.
HED_0062075	0	Phone	Language-item	rooted=Language-item, relatedTag=Phoneme, annotation=dc:source https://en.wikipedia.org/wiki/Segment_(linguistics)	A minimal speech segment that possesses distinct physical or perceptual properties.
HED_0062076	1	Consonant	Phone	annotation=dc:source Original	A basic speech sound which is produced with an obstructed vocal tract and which can be combined with a vowel to form a syllable or which can form itself or together with another consonant a syllable.
HED_0062077	1	Vowel	Phone	annotation=dc:source Original	A speech sound which is produced with a relatively open vocal tract and vibration of the vocal cords.
HED_0062078	2	Diphthong	Vowel	annotation=dc:source Original	A sound formed by the combination of two vowels.
HED_0062079	2	Long-vowel	Vowel	annotation=dc:source Original	A vowel sound that is pronounced in a long form.
HED_0062080	2	Short-vowel	Vowel	annotation=dc:source Original	A vowel sound that is pronounced in a short form.
HED_0062081	0	Radical	Language-item	rooted=Language-item, annotation=dc:source https://en.wikipedia.org/wiki/Radical_(Chinese_characters)	A graphical component of a Chinese character under which the character is traditionally listed in a Chinese dictionary.
HED_0062082	0	Language-item-property	Property	rooted=Property, requireChild=True, annotation=dc:source Original, annotation=rdfs:comment All these properties should be grouped with a language item.	A property of a language item within a framework of language analysis.
HED_0062083	1	Clause-type	Language-item-property	annotation=dc:source Original	The type of a clause.
HED_0062084	2	Dependent-clause	Clause-type	annotation=dc:source Original	Containing a subject and verb and cannot be a sentence on its own.
HED_0062085	2	Independent-clause	Clause-type	annotation=dc:source Original	Containing a subject and verb but can be a sentence on its own.
HED_0062086	1	Grammatical-category	Language-item-property	annotation=dc:source Original, annotation=rdfs:comment Features in Eagles Olia has no top level features.	Grammatical category of a word, usually marked through inflection.
HED_0062087	2	Aspect	Grammatical-category	annotation=dc:source Original	Non-deictic category of verbal morphology that describes the internal temporal contour of an event and presents it for instance as ongoing or completed.
HED_0062088	3	Imperfective-aspect	Aspect	annotation=dc:source Original	Presenting an ongoing or unfolding or repeated or habitual event.
HED_0062089	3	Perfective-aspect	Aspect	annotation=dc:source Original	Presenting a completed event.
HED_0062090	2	Case	Grammatical-category	annotation=dc:source Original	Formal feature of several word classes (e.g., nouns, pronouns, adjectives, determiners) that identifies their syntactic function.
HED_0062091	3	Ablative	Case	annotation=dc:source https://en.wikipedia.org/wiki/Ablative_case	Used to express motion away from something, among other uses.
HED_0062092	3	Accusative	Case	annotation=dc:source https://en.wikipedia.org/wiki/Accusative_case	Used to indicate the direct object of a transitive verb.
HED_0062093	3	Dative	Case	annotation=dc:source https://en.wikipedia.org/wiki/Dative_case	Used to indicate the recipient or beneficiary of an action.
HED_0062094	3	Genitive	Case	annotation=dc:source https://en.wikipedia.org/wiki/Genitive_case	Used to indicate attributive relations between nouns among other uses.
HED_0062095	3	Nominative	Case	annotation=dc:source https://en.wikipedia.org/wiki/Nominative_case	Generally marks the subject of a verb, or a predicate nominal or adjective, as opposed to its object, or other verb arguments.
HED_0062096	2	Countability	Grammatical-category	annotation=dc:source Original, annotation=rdfs:comment Countability feature in olia no definition	A grammatical category that determines how the quantity of a concept is expressed.
HED_0062097	3	Countable	Countability	annotation=dc:source Original	Syntactic property of nouns that can be modified by quantities (expressed by grammatical number, e.g. singular, plural).
HED_0062098	3	Uncountable	Countability	annotation=dc:source Original	Syntactic property of nouns that makes their referents undifferentiated units.
HED_0062099	2	Grammatical-number	Grammatical-category	annotation=dc:source https://en.wikipedia.org/wiki/Grammatical_number	Formal feature of several word classes (e.g., nouns, pronouns, adjectives, verbs) that expresses or marks count distinctions, such as one vs. two vs. three or more.
HED_0062100	3	Collective	Grammatical-number	annotation=dc:source https://en.wikipedia.org/wiki/Grammatical_number	Not representing a specific number.
HED_0062101	3	Dual	Grammatical-number	annotation=dc:source https://en.wikipedia.org/wiki/Grammatical_number	Representing exactly two instances of a concept.
HED_0062102	3	Paucal	Grammatical-number	annotation=dc:source https://en.wikipedia.org/wiki/Grammatical_number	Representing a few, or small number of instances of a concept.
HED_0062103	3	Plural	Grammatical-number	annotation=dc:source https://en.wikipedia.org/wiki/Grammatical_number	Representing multiple instances of a concept.
HED_0062104	3	Singular	Grammatical-number	annotation=dc:source https://en.wikipedia.org/wiki/Grammatical_number	Representing one instance of a concept.
HED_0062105	3	Singulative	Grammatical-number	annotation=dc:source https://en.wikipedia.org/wiki/Grammatical_number	Representing one instance of a concept through modifying the standard collective.
HED_0062106	3	Trial	Grammatical-number	annotation=dc:source https://en.wikipedia.org/wiki/Grammatical_number	Representing exactly three instances of a concept.
HED_0062107	2	Mood	Grammatical-category	annotation=dc:source Original	Non-deictic category of verbal morphology that expresses speakers attitudes as regards the possibility, probability/likelihood, desirability, necessity, factuality etc. of the event.
HED_0062108	3	Conditional	Mood	annotation=dc:source https://en.wikipedia.org/wiki/Grammatical_mood	Used for speaking of an event whose realization is dependent upon another condition.
HED_0062109	3	Imperative	Mood	annotation=dc:source https://en.wikipedia.org/wiki/Grammatical_mood	Expresses direct commands, prohibitions, and requests.
HED_0062110	3	Progressive	Mood	annotation=dc:source https://en.wikipedia.org/wiki/Continuous_and_progressive_aspects	Expresses an incomplete state or action.
HED_0062111	3	Subjunctive	Mood	annotation=dc:source https://en.wikipedia.org/wiki/Grammatical_mood	Used in dependent clauses to discussing imaginary or hypothetical events and situations, expressing opinions or emotions, or making polite requests, among a broad range of other uses across languages.
HED_0062112	2	Noun-class	Grammatical-category	annotation=dc:source https://en.wikipedia.org/wiki/Noun_class, annotation=rdfs:comment Eagles only has gender as does olia. In Olia gender feature also encompasses animacy.	Formal category of nouns based on characteristic features of their referents, such as gender, animacy, shape, location or directionality.
HED_0062113	2	Tense	Grammatical-category	annotation=dc:source Original	Deictic category of verbal morphology that situates an event (on an imaginary timeline) as either anterior, posterior or simultaneous to a reference point, prototypically time of speech.
HED_0062114	3	Future-tense	Tense	annotation=dc:source Original	Referring to an event posterior to time of speech.
HED_0062115	4	Future-perfect	Future-tense	annotation=dc:source Original	Referring to a future event relative to another reference point (not the time of speech).
HED_0062116	4	Near-future-tense	Future-tense	annotation=dc:source Original	Referring to an event shortly after time of speech.
HED_0062117	4	Remote-future-tense	Future-tense	annotation=dc:source Original	Referring to an event in the remote future.
HED_0062118	3	Non-future-tense	Tense	annotation=dc:source Original	Referring to both a past or present event.
HED_0062119	3	Non-past-tense	Tense	annotation=dc:source Original	Referring to both a present or future event.
HED_0062120	3	Past-tense	Tense	annotation=dc:source Original	Referring to an event anterior to time of speech.
HED_0062121	4	Pluperfect	Past-tense	annotation=dc:source Original	Referring to a past event relative to another reference point (not the time of speech).
HED_0062122	4	Recent-past-tense	Past-tense	annotation=dc:source Original	Referring to an event in the recent past.
HED_0062123	4	Remote-past-tense	Past-tense	annotation=dc:source Original	Referring to an event in the distant past.
HED_0062124	3	Present-tense	Tense	annotation=dc:source Original	Referring to an event that takes place at time of speech.
HED_0062125	1	Language-item-form	Language-item-property	annotation=dc:source Original, annotation=rdfs:comment Following https://www.w3.org/2016/05/ontolex/ (which is not an ontology for language annotation but an ontology for lexical entries in ontologies) we do not make the form of language inherent to language items but instead attach it separately. The word itself is a concept but it can be expressed in multiple forms. The same is true for a sentence phrase or clause. For some units it is more complicated but there is a spoken form of a letter or grapheme etc. and depending on the writing system there might be a written form of a vowel or consonant. This distinction increases flexibility.	The form of a language item.
HED_0062126	2	Spoken-form	Language-item-form	relatedTag=Canonical-spoken-form, annotation=dc:source Original	The expression of a language item as a sound produced by a human or artificially made to sound as if produced by a human.
HED_0062127	3	Canonical-spoken-form	Spoken-form	annotation=dc:source Original, annotation=rdfs:comment Should be commonly used (although there is no language without accent) only use regional spoken form when this is relevant in context of the dataset.	The regular spoken form of a language item.
HED_0062128	3	Mispronounced-spoken-form	Spoken-form	annotation=dc:source Original	A mispronunciation of a language item which can still be identified.
HED_0062129	3	Regional-spoken-form	Spoken-form	annotation=dc:source Original, annotation=rdfs:comment Use when relevant in context of dataset.	A spoken form of a language item pronounced with a regional accent.
HED_0062130	2	Written-form	Language-item-form	relatedTag=Canonical-written-form, annotation=dc:source Original	The expression of a language item through a system of writing.
HED_0062131	3	Canonical-written-form	Written-form	annotation=dc:source Original	The accepted spelling of a word in a given language.
HED_0062132	3	Incorrect-written-form	Written-form	annotation=dc:source Original	An incorrect written form that does not correspond to the canonical or the pronounced form of a word, but from which the word can still be identified as such.
HED_0062133	3	Pseudohomophone-form	Written-form	annotation=dc:source Original	A deliberate generated written-form of a word that is not in accordance with an orthographic system but is pronounced as the word based on direct grapheme to phoneme conversion.
HED_0062134	1	Language-item-frequency	Language-item-property	annotation=dc:source Original	The frequency with which a language item occurs in a language, or a particular context for that language e.g. formal, news articles, children's television, etc.
HED_0062135	2	Bigram-frequency	Language-item-frequency	annotation=dc:source Original	The frequency with which a bigram occurs in a language, or a particular context for that language e.g. formal, news articles, children's television, etc.
HED_0062136	2	Word-frequency	Language-item-frequency	annotation=dc:source Original	The frequency with which a word occurs in a language, or a particular context for that language e.g. formal, news articles, children's television, etc.
HED_0062137	1	Language-item-probability	Language-item-property	annotation=dc:source Original	The probability of a specific language item occurring in a specific context.
HED_0062138	2	Cloze-probability	Language-item-probability	annotation=dc:source Original	The proportion of people who fill a gap in given sentence with a given word.
HED_0062139	1	Lexical-role	Language-item-property	annotation=dc:source Original, annotation=rdfs:comment Sometimes applies to a word or to a phrase that fulfills a lexical role.	The role a language item takes in a vocabulary, like part of speech.
HED_0062140	2	Adjective	Lexical-role	annotation=dc:source https://en.wikipedia.org/wiki/Adjective	A word that describes or defines a noun or noun phrase.
HED_0062141	2	Adposition	Lexical-role	annotation=dc:source Adapted from: https://en.wikipedia.org/wiki/Adposition	Accompanying an noun to express a spatial or temporal relation.
HED_0062142	3	Circumposition	Adposition	annotation=dc:source Original	Appearing before and after a noun or noun phrase expressing spatial or temporal relation to another word or element in the clause.
HED_0062143	3	Postposition	Adposition	annotation=dc:source Original	Appearing after a noun or noun phrase expressing a spatial or temporal relation to another word or element in the clause.
HED_0062144	3	Preposition	Adposition	annotation=dc:source Original	Preceding a noun or noun phrase expressing a spatial or temporal relation to another word or element in the clause.
HED_0062145	2	Adverb	Lexical-role	annotation=dc:source Adapted from https://en.wikipedia.org/wiki/Adverb	Modifying or qualifying an adjective, verb, or other adverb or a word group, expressing a relation of place, time, circumstance, manner, cause, degree, etc.
HED_0062146	2	Classifier	Lexical-role	annotation=dc:source https://en.wikipedia.org/wiki/Classifier_(linguistics), annotation=rdfs:comment Classifiers are subdivided by GOLD into Nominal Noun and Numeral classifiers. OLIA lists classifier under morphosyntactic category unique (a class for categories with unique or small membership). Classifiers can have different functions across languages. In Chinese count and mass Classifiers are distinguished. Given that these might be language specific and there is no agreement in existing standards we have not added subcategories for now.	An item that accompanies nouns and can be considered to classify a noun depending on the type of its referent.
HED_0062147	2	Conjunction	Lexical-role	annotation=dc:source Original	Connecting clauses or sentences or to coordinate words in the same clause.
HED_0062148	3	Complementizer	Conjunction	annotation=dc:source Original	Marks a finite or non- finite clause as functioning as a complement.
HED_0062149	3	Coordinating-conjunction	Conjunction	annotation=dc:source Original	Coordinates elements that are equal to each other.
HED_0062150	3	Negation-word	Conjunction	annotation=dc:source Original	Expressing falsity of a clause or sentence.
HED_0062151	2	Determiner	Lexical-role	annotation=dc:source Original	Determining the kind of reference a noun or noun group has.
HED_0062152	3	Article	Determiner	annotation=dc:source https://en.wikipedia.org/wiki/Article_(grammar)	A class of dedicated words that are used with noun phrases to mark the identifiability of the referents of the noun phrases.
HED_0062153	3	Possessive-determiner	Determiner	annotation=dc:source Original	Determining the ownership of a noun or noun phrase.
HED_0062154	2	Interjection	Lexical-role	annotation=dc:source https://en.wikipedia.org/wiki/Interjection#cite_note-1	A word or expression that occurs as an utterance on its own and expresses a spontaneous feeling or reaction.
HED_0062155	2	Noun	Lexical-role	annotation=dc:source https://en.wikipedia.org/wiki/Noun	Referring to a specific object or set of objects (living creatures, places, actions, qualities, states of existence, ideas etc.
HED_0062156	2	Numeral	Lexical-role	annotation=dc:source Adapted from D. Terence Langendoen General ontology of Linguistic description http://purl.org/linguistics/gold.	Expressing a number or relation to a number.
HED_0062157	2	Particle	Lexical-role	annotation=dc:source https://en.wikipedia.org/wiki/Grammatical_particle#cite_note-Glossary_Particle-3, annotation=rdfs:comment In Olia they use the term Unique and recommends not using particle because of differing definitions. Particle has an older use but the modern definition is well defined and word particle is used in neuroimaging studies (https://pubmed.ncbi.nlm.nih.gov/11347875/; https://pubmed.ncbi.nlm.nih.gov/22341872/).	Must be associated with another word or phrase to impart meaning.
HED_0062158	2	Pronoun	Lexical-role	annotation=dc:source Original	A word or a group of words that may stand for a noun or noun phrase.
HED_0062159	3	Demonstrative-pronoun	Pronoun	annotation=dc:source https://en.wikipedia.org/wiki/Determiner	Pronoun used to indicate which entities are being referred to and to distinguish those entities from others.
HED_0062160	3	Indefinite-pronoun	Pronoun	annotation=dc:source Original	Pronoun lacking a specific referent or having generic meaning.
HED_0062161	3	Interrogative-pronoun	Pronoun	annotation=dc:source Original	Pronoun which prompts a question.
HED_0062162	3	Personal-pronoun	Pronoun	annotation=dc:source https://en.wikipedia.org/wiki/Personal_pronoun	Pronoun associated with a grammatical person.
HED_0062163	3	Possessive-pronoun	Pronoun	annotation=dc:source Original	Pronoun referring to the possession of a grammatical person.
HED_0062164	3	Reflexive-pronoun	Pronoun	annotation=dc:source https://en.wikipedia.org/wiki/Reflexive_pronoun	Pronoun that refers to another noun or pronoun within the same sentence.
HED_0062165	3	Relative-pronoun	Pronoun	annotation=dc:source https://en.wikipedia.org/wiki/Relative_pronoun	Pronoun that marks a relative clause.
HED_0062166	2	Quantifier	Lexical-role	annotation=dc:source Adapted from D. Terence Langendoen General ontology of Linguistic description (http://purl.org/linguistics/gold).	Expressing a reference definite or indefinite number or amount.
HED_0062167	2	Verb	Lexical-role	suggestedTag=Tense, suggestedTag=Mood, suggestedTag=Aspect, annotation=dc:source Extended from https://en.wikipedia.org/wiki/Verb	Generally conveying an action, occurrence, or state of being and makes up the main part of the predicate of a sentence.
HED_0062168	3	Auxiliary-verb	Verb	annotation=dc:source Original	A verb devoid of lexical content that combines with another verb to realize certain grammatical functions (e.g. expression of tense, passive voice, negation, interrogation).
HED_0062169	4	Modal-verb	Auxiliary-verb	annotation=dc:source Original	An auxiliary verb that combines with another verb and expresses necessity, wish or possibility.
HED_0062170	3	Intransitive-verb	Verb	annotation=dc:source Original	A verb that does not require an object.
HED_0062171	3	Psychological-verb	Verb	annotation=dc:source Original	A verb that takes two arguments, an experiencer and a theme.
HED_0062172	3	Transitive-verb	Verb	suggestedTag=Object, annotation=dc:source Original	A verb that requires one or more objects to receive the action.
HED_0062173	3	Unaccusative-verb	Verb	annotation=dc:source Original	An intransitive verb whose subject is a theme (i.e. affected by the process the verb expresses).
HED_0062174	3	Unergative-verb	Verb	annotation=dc:source Original	An intransitive verb whose subject is an agent.
HED_0062175	1	Morpheme-property	Language-item-property	annotation=dc:source Original, annotation=rdfs:comment Morphemes can be categorized based on position function and type. A morpheme property can be applied to a Morpheme.	A property of a morpheme.
HED_0062176	2	Morpheme-function	Morpheme-property	annotation=dc:source Original	The function of a morpheme.
HED_0062177	3	Inflective-morphological-function	Morpheme-function	suggestedTag=Grammatical-category, annotation=dc:source Original	Changing the grammatical function.
HED_0062178	4	Conjugate	Inflective-morphological-function	annotation=dc:source Original, annotation=rdfs:comment Combine with grammatical category what the morpheme adjusted (can be multiple in aggulating languages)	Identifying the voice, mood, tense, number, gender, and person of a verb.
HED_0062179	4	Decline	Inflective-morphological-function	annotation=dc:source Original, annotation=rdfs:comment Combine with grammatical category what the morpheme adjusted (can be multiple in aggulating languages)	Marking the number, case, gender, or class of nouns, pronouns, adjectives, and articles.
HED_0062180	3	Word-formation-function	Morpheme-function	annotation=dc:source Original	Creating a new word.
